name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Insight XVIII,Julien Marchal,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",afterglow_fading,0.9,极简钢琴独奏，缓慢而内省，混响营造出孤独而克制的氛围
At the First Meeting,American Green,nostalgic;warm;bittersweet,acoustic;vocal_breath;string;soft_synth,,0.35,0.5,0.4,0.6,0.3,0.6,0.65,en,1,indie_folk,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的木吉他与人声交织，带有怀旧与淡淡的苦涩，适合清晨或傍晚的慢节奏场景
Target Market,Kaiser Chiefs,restless;urban;unresolved,electric_distant;soft_synth;reverb_heavy,,0.65,0.55,0.6,0.4,0.6,0.7,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.7,""""work_focus_low_vocal"""":0.5,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.8,Kaiser Chiefs 的 indie rock 风格，带有都市不安感和未解决的张力，能量中等偏高，适合城市漫步或探索场景
Intuition,Alphaxone,introspective;detached;misty,ambient_pad;cold_synth;minimal;field_recording,,0.15,0.2,0.2,0.3,0.1,0,0.7,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.9,冷调氛围电子，极简的合成器铺底与田野录音，营造内省而疏离的声景
Used to Be Yours,The Ninth Wave,melancholic;bittersweet;restrained,cold_synth;reverb_heavy;vocal_breath,,0.4,0.35,0.5,0.3,0.4,0.6,0.75,en,1,darkwave,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.85,冷调合成器与混响人声交织，克制而苦涩的怀旧情绪，适合深夜内省
Tele-Vangelis,Botany,dreamy;misty;restrained,ambient_pad;soft_synth;minimal;field_recording,,0.25,0.35,0.3,0.4,0.15,0,0.5,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,迷离的氛围电子，软合成器与田野录音交织，克制而梦幻
Theme For The Oddmory Philosophies,The Seven Mile Journey,introspective;melancholic;restrained,piano;minimal;reverb_heavy;cinematic,,0.2,0.25,0.3,0.3,0.1,0,0.8,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴与深远混响构建的内省氛围，缓慢而克制，充满哲学沉思感
Hearts Murmur Under Halogen Lights,Aurore Rien,introspective;melancholic;urban,piano;cold_synth;reverb_heavy;field_recording,,0.25,0.3,0.4,0.35,0.2,0,0.7,instrumental,0,ambient,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,冷调钢琴与深远混响，结合城市环境录音，营造内省而疏离的都市夜晚氛围
[FREE]混沌武士 x Nujabes x 蛋堡 TYPE BEAT HBD,Keerad,nostalgic;urban;dreamy,lofi_dust;soft_synth;jazz_brush;ambient_pad,,0.4,0.5,0.45,0.55,0.5,0,0.45,instrumental,0,lo_fi_hip_hop,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.85,采样自混沌武士与Nujabes风格的lo-fi beat，带有爵士鼓刷和软合成器，营造怀旧而梦幻的都市氛围
JOY (Unspeakable),Voices of Fire / Pharrell Williams,hopeful;warm;clear,vocal_breath;acoustic;string,,0.6,0.7,0.55,0.7,0.5,0.85,0.65,en,1,gospel_pop,"""{""""morning_clear_light"""":0.85,""""weekend_slow"""":0.8,""""afternoon_warm_idle"""":0.75}""",gentle_recovery,0.85,福音合唱与Pharrell的温暖声线，充满希望与明亮的喜悦感
Merry Christmas Mr.Lawrence (Heart Of Asia) (Asia Hymne 2009 Remix),Watergate,nostalgic;melancholic;restrained,piano;ambient_pad;cinematic;reverb_heavy,,0.25,0.35,0.3,0.4,0.2,0,0.75,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,基于原曲的混音版本，保留钢琴与氛围铺垫，但能量略高于原版，仍以内省和怀旧为主
Don’t Go,GoGo Penguin,restless;urban;introspective,piano;electric_distant;minimal;cinematic,,0.6,0.45,0.55,0.4,0.7,0,0.65,instrumental,0,modern_jazz,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.9,急促的钢琴与电子感低音驱动，都市夜晚的躁动与内省交织
起点,铃凯,hopeful;warm;clear,acoustic;vocal_breath;string,,0.45,0.6,0.5,0.65,0.4,0.7,0.55,zh,1,mandopop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖木吉他与人声交织，充满希望与清晰的明亮感，适合轻松场景
也罢,鲁向卉,melancholic;bittersweet;introspective,piano;vocal_breath;string,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,钢琴与弦乐铺垫，鲁向卉略带沙哑的声线传递出苦涩与内省的情绪
Zweibrütiger Scheckenfalter,Dominik Eulberg,restrained;melancholic;introspective,ambient_pad;field_recording;minimal;cold_synth,,0.2,0.3,0.25,0.35,0.15,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",soft_focus_work,0.85,冷调氛围电子，田野录音与极简合成器交织，克制而内省的自然声景
来不及,罗忆诗,nostalgic;bittersweet;melancholic,piano;string;vocal_breath,,0.35,0.4,0.4,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,钢琴与弦乐交织，罗忆诗柔缓声线传递出怀旧与遗憾交织的抒情质感
"""Writing's On The Wall - From """"""""Spectre"""""""" Soundtrack""",Sam Smith,melancholic;bittersweet;restrained,string;vocal_breath;cinematic;piano,,0.35,0.3,0.5,0.4,0.2,0.8,0.85,en,1,pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.9,Sam Smith 标志性的假声与弦乐编排，营造出克制而沉重的忧郁氛围，情感重量极高
Maurice Ravel: Ballade de la reine morte d'aimer,Anne Sofie von Otter,melancholic;bittersweet;restrained,piano;string;vocal_breath;cinematic,,0.25,0.35,0.3,0.4,0.15,0.6,0.75,fr,1,classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.9,拉威尔艺术歌曲，钢琴与弦乐伴奏下女中音演绎出克制而深沉的忧郁与怀旧
When I Fell For You (w/ Groovy Godzilla),Funky Feeling,warm;nostalgic;hopeful,soft_synth;acoustic;vocal_breath,,0.45,0.55,0.5,0.65,0.4,0.6,0.55,en,1,r&b,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""afternoon_warm_idle"""":0.7}""",slow_opening,0.85,温暖的人声与软合成器、木吉他交织，怀旧而充满希望的R&B情歌
New Woman (ft. ROSALíA),LISA / ROSALÍA,urban;restless;sensual,soft_synth;vocal_breath;electric_distant;reverb_heavy,,0.65,0.55,0.6,0.5,0.7,0.8,0.5,en,1,pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,LISA 与 ROSALÍA 的跨界合作，合成器驱动的都市节拍，人声充满张力与性感
A Stilling Wind,Heather Woods Broderick,introspective;melancholic;restrained,piano;string;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.4,0.2,0.5,0.75,en,1,indie_folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,钢琴与弦乐铺垫，人声轻柔而克制，营造内省、忧郁且静谧的氛围
紫藤花,S.H.E,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""night_rain_humid"""":0.75}""",slow_opening,0.85,S.H.E 的抒情曲，钢琴与弦乐铺垫，温暖声线带出怀旧与淡淡的苦涩
After The Carnival,Ed Harcourt,melancholic;nostalgic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.75,en,1,chamber_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐交织，Ed Harcourt 沙哑人声带着嘉年华后的落寞与怀旧
線形關係,鄒施如,introspective;melancholic;restrained,piano;string;minimal,,0.25,0.3,0.35,0.4,0.2,0.5,0.7,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,钢琴与弦乐铺底，人声克制而内省，营造出线性关系中的孤独与沉思
帝女花 · 香夭 · 妆台秋思,新乐府,melancholic;nostalgic;restrained,string;cinematic;reverb_heavy;acoustic,,0.25,0.35,0.4,0.5,0.2,0,0.8,zh,1,chinese_traditional_fusion,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.9,经典粤剧《帝女花》选段，新乐府以现代编曲保留原曲哀婉基调，弦乐与戏曲人声交织，充满历史悲情与克制之美
等你,A-Lin,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.45,0.5,0.5,0.6,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""night_rain_humid"""":0.75}""",slow_opening,0.85,A-Lin 深情声线搭配钢琴与弦乐，怀旧而温暖的抒情曲，能量略低于《红豆》
7 Years,Lukas Graham,nostalgic;melancholic;hopeful,acoustic;piano;vocal_breath,,0.45,0.5,0.5,0.55,0.4,0.7,0.75,en,1,pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.9,钢琴与木吉他驱动的流行叙事，怀旧与成长主题，人声突出
Somebody Else's Song,Water From Your Eyes,detached;restless;unresolved,electric_distant;cold_synth;vocal_breath;reverb_heavy,,0.4,0.35,0.5,0.3,0.45,0.6,0.65,en,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,疏离的电声质感与不安的人声，营造出都市夜晚中悬而未决的情绪氛围
夢幻抱擁,坂本昌一郎,dreamy;warm;nostalgic,piano;soft_synth;ambient_pad;reverb_heavy,,0.25,0.4,0.3,0.6,0.2,0,0.55,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,钢琴与软合成器交织的梦幻氛围，温暖而怀旧，适合低干扰工作或清晨慢时光
"""Do Me, Baby (Live)""",Prince,sensual;warm;restrained,acoustic;vocal_breath;jazz_brush;electric_distant,,0.45,0.55,0.5,0.7,0.4,0.8,0.6,en,1,funk,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Prince 现场演绎的性感慢板放克，温暖声线与爵士鼓刷营造亲密氛围
If (Kaytranada Remix),Janet Jackson / Kaytranada,urban;restless;sensual,soft_synth;electric_distant;lofi_dust,,0.6,0.55,0.65,0.5,0.7,0.6,0.45,en,1,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Kaytranada 的 remix 赋予原曲都市感的律动与电气化质感，Janet Jackson 的人声在软合成器和轻微失真中显得性感而躁动
Here to Stay,Benny Lackner Trio,restrained;warm;bittersweet,piano;acoustic;jazz_brush;minimal,,0.3,0.5,0.4,0.6,0.3,0,0.65,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,钢琴三重奏，克制而温暖的爵士质感，适合专注或闲适场景
No Plan,Hozier,introspective;melancholic;restrained,acoustic;vocal_breath;string;minimal,,0.25,0.3,0.35,0.5,0.2,0.6,0.75,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Hozier 低沉人声与简约木吉他、弦乐交织，营造内省而克制的忧郁氛围
Runaway,The Melodic,nostalgic;melancholic;restless,acoustic;string;vocal_breath,,0.4,0.45,0.5,0.55,0.4,0.65,0.7,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,木吉他与弦乐交织，人声带着怀旧与不安，适合夜晚独处或漫步
Part 7,Eri Yamamoto Trio,restrained;introspective;melancholic,piano;acoustic;minimal,,0.2,0.35,0.3,0.4,0.2,0,0.7,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,Eri Yamamoto 的钢琴三重奏，以克制而内省的旋律展开，低能量密度，适合专注或深夜聆听
Deleted Conscious,Lake Haze,introspective;melancholic;restrained,ambient_pad;cold_synth;minimal;reverb_heavy,,0.2,0.25,0.3,0.3,0.15,0,0.7,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,冷调氛围合成器与深远混响，营造内省而克制的沉浸空间
Another Space Odyssey,Exxasens,dreamy;restless;urban,soft_synth;cold_synth;reverb_heavy;electric_distant,,0.55,0.5,0.6,0.35,0.5,0,0.5,instrumental,0,post_rock,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,合成器驱动的太空感后摇，冷调音色与律动交织出都市夜行的不安与梦幻
Flor,Alfredo Rodriguez,warm;clear;sensual,piano;acoustic;jazz_brush,,0.35,0.6,0.4,0.7,0.3,0,0.45,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""morning_clear_light"""":0.75,""""afternoon_warm_idle"""":0.8}""",soft_focus_work,0.85,钢琴与爵士刷奏的温暖器乐，明亮而富有质感，适合专注或闲暇场景
接下来如何,Hello Nico,melancholic;introspective;restrained,electric_distant;reverb_heavy;vocal_breath;minimal,,0.35,0.3,0.4,0.3,0.25,0.6,0.75,zh,1,indie_rock,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Hello Nico 的冷调电吉他与克制人声，营造出内省而忧郁的深夜氛围
凪ぎ,吉田潔,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐交织的极简主义作品，静谧而克制，充满内省与淡淡的忧伤
Camel Blues,Sir Hiss,warm;nostalgic;bittersweet,acoustic;jazz_brush;grainy,,0.3,0.5,0.35,0.7,0.3,0,0.5,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75}""",soft_focus_work,0.85,温暖的木吉他搭配爵士刷子鼓，略带颗粒感的复古质感，营造怀旧而略带忧伤的午后氛围
summer vi,The Tumbled Sea,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴独奏，缓慢而内省，混响营造出孤独而克制的氛围
Drifting,Sam Loveridge,dreamy;introspective;restrained,ambient_pad;soft_synth;minimal,,0.25,0.35,0.3,0.5,0.2,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,轻柔的氛围合成器与极简编排，营造出梦幻而内省的漂浮感
Hope,Takahiro Kido,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.2,0.3,0.25,0.4,0.15,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐交织的极简现代古典，内省而克制，带有淡淡的忧伤与希望
P.I.A.N.O. Renovation. (MUSH UP ANTHEM) feat. 吉田兄弟,Daishi Dance,urban;restless;hopeful,piano;soft_synth;electric_distant;cinematic,,0.6,0.55,0.6,0.5,0.6,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,钢琴与电子节拍融合，吉田兄弟的三味线增添都市律动感，能量中等偏上，适合城市探索场景
Behind,黄淑惠,introspective;melancholic;restrained,piano;vocal_breath;minimal,,0.25,0.35,0.3,0.4,0.2,0.6,0.7,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,钢琴与细腻人声交织，内省而克制的情绪表达，适合深夜独处
PDX,Little People,introspective;melancholic;restrained,piano;ambient_pad;minimal;field_recording,,0.2,0.3,0.25,0.4,0.15,0,0.7,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与氛围垫音交织，带有田野录音的纹理，内省而克制
時の流れに身をまかせ,邓丽君,nostalgic;warm;bittersweet,string;piano;vocal_breath,,0.4,0.5,0.45,0.7,0.3,0.75,0.7,ja,1,enka_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.9,邓丽君经典日语抒情，弦乐与钢琴伴奏烘托出怀旧与温暖交织的深情质感
Adventure of a Lifetime - Live from Spotify London,Coldplay,hopeful;restless;warm,acoustic;vocal_breath;reverb_heavy,,0.6,0.7,0.55,0.65,0.6,0.75,0.5,en,1,alternative_rock,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""user_requested_explore"""":0.7}""",gentle_recovery,0.85,Coldplay现场版，温暖的人声与吉他带来希望与活力，节奏明快但不失细腻
Onwards and Upwards,Shalosh,restless;bittersweet;hopeful,piano;electric_distant;cinematic,,0.45,0.5,0.55,0.4,0.5,0,0.65,instrumental,0,jazz,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.85,钢琴驱动的现代爵士三重奏，不安中带着向上的希望，适合都市夜晚的内心旅程
奇迹の山 (Kisekino Yama),岸部眞明,introspective;warm;nostalgic,acoustic;minimal;field_recording,,0.2,0.5,0.25,0.7,0.2,0,0.6,instrumental,0,fingerstyle_guitar,"""{""""morning_clear_light"""":0.85,""""work_focus_low_vocal"""":0.8,""""afternoon_warm_idle"""":0.75}""",slow_opening,0.9,岸部眞明的指弹吉他独奏，温暖而内省，带有自然录音的质感，适合清晨或专注场景
